qatar	countries qatar thought history glad
delayed gratification	phone black screen panic realized
sam buys a kite	fly ebay waited tree stuck
the flat tire	driving blue pulled changed drove
mixed feelings	roy cross flight replacement fatalities
the find	hiking stomach started noticed find
the bike ride	wanted learned teach minutes riding
spend	week allowance penny months game
lose weight	needed fat decided month huge
tap	kevin dancing cool day married
flowers	allison matter agree gift surprised
gossip man	stomped lungs silence true unemployed
the old man	standing man friends talked found
basketball	playground group asked acquiesced ike
boater	boat afternoon decided start motor
madden loser	madden games challenged practiced nothing
studying	man method recreate practice performed
the flick of the wrist	win needed court dashed calling
hobby	interested house girlfriend taught big
trip to santa barbara	pregnant celebrate tension strenuous upset
campfire	started kindling wood fire campfire
prom	school prom dress blue dress
picking a dress .	married dress tight lacey settled
golf	young play included told played
pay day	mturk abilities question paid jesse
the broom with a screw	today hole repair fixing decided
bad bees	running climbed hole full elizabeth
tim got scared	ghost middle turned thought n't
dinner	amy day dinner argument couple
deserts	animals desert visited lots arizona
drone	drone posted airport airport airport
billy 's broken arm .	exaggerating bruise mom concrete check
new laptop	wanting buy gift knew bought
the spirit of thanksgiving	house stay girl passed blanket
water gun	world attached hose water destroyed
my haircut	wanted cut short style fun
tom 's morals	tom smoke drugs learned home
discontinued	probiotic crucial online told relied
bedtime snuggles	night telling snuggle asked hear
a rush	amy park lynn caught kissed
my dog likes broccoli	billy ate allowed dog put
wartime	army badly family home happy
foundation	house contract waited dig foundation
painting	house messy accidentally hair today
face painting	loved carnival decided talents talents
taking a survey	cash decided questions answered end
problems	australia escape easy thought uneasy
heavy snow	tractor northeast drive trailer decided
king nutty	king ate day time forced
hank the hairy	hank store cop bear home
the fancy dinner	impress make store home happy
the stormy day	kids played rumble attention called
my spinal cord	feeling day panic told .
down by the river	dad river swimming fishing day
dress up	dressed tonight jake transformed dressing
homerun	brother baseball ball smacked run
chess	competitive years won night quit
scholarship	amy poor applied received school
worries laid to rest .	sad laid worried interviews landed
missy 's game	missy nervous game it missy
getting healthy	unhealthy buys day realizes proud
mechanical turk stories	decided worked makes fingers end
the wig is alive	girls suddenly gust head air
momma moose	alaska shout walking pass reggie
where eggs come from	abby thought chickens eggs way
nancy builds a stereo	friend stereo wished build parts
energized	molly feeling work joined feel
lita 's tax return	time abilities correctly completed surprised
aurelia builds a cabin	wanted carpenter cabin start work
the wise philosopher	seeking woods years genius donated
sam 's mean boss	work morning wrote boss square
errand	dad store back realized mom
great cashier	cashier customers point day boss
the goat	goat dad school home grandpa
who are you sleeping with ?	bed wake door insisted tenant
personal initiative	doctor increase refused continued agreement
evening kayak ride	renee lake west gold setting
spaghetti night	relatives floor badly felt immediately
lorraine cleans her room	lorraine quarters refused cookie love
my little pony	family ride rode dash end
bubble bath	tub fills adds bathtub helps
hot dog contest	george flyer win contest place
best employee	phil quota impressed made phill
lucky dog	platter carcass kitchen returned turkey
dinner date	wife decided money dine thrilling
buff	teased things good make change
the zoo baby .	panda baby day children loved
trip to the chocolate factory	allie town outfit lot chocolate
the tornado	city area experienced traumatizing jake
the hot dog contest .	mark flier spent enter threw
mosh pit	convinced night girl knocked fine
catnip party	bored decided brought catnip bag
the bad tooth	john reluctantly nervous filled toothache
try outs	hours excited signed job chris
fly in the food .	restaurant macaroni food bowl fly
rash	ear causing lotion jim relieved
career change	work day job married saved
full frontal	smart high practiced stage died
bad produce	needed store produce noticed check
skating accident	john trick fell mother skate
visitor	play night roommate transvestite interested
under the gun	finish daydreamed started wrote spare
tadpoles	house thought day tails long
nick	soldier military nick persuaded enlisted
bear	anna suddenly shelter tent hours
schedule	organized wrote day consulted gradually
erin and the fan	erin store expensive home turned
jim goes to a baseball game	jim game year son seat
finally inside	gin house siblings relieved basement
hiking	hiking coyote trail glad coyote
deb buys a chicken ranch	deb chickens buy friends told
tv dinner	microwave oven loved day sitting
far away from home	florida cold marveled keys orlando
nicely	year resolution vowed girl hard
bears at the restaurant	restaurant bears close door taking
horse	tree surprised owners vet turned
try again	wanted failed sad give band
snack	school decided surprise messy sticky
survival	buy store money stole explain
auction	car accepted counter desired gave
lasix	heart daughter pill called pill
samurai	cool wanted samurai home lot
jim 's grandmother	jim doctor work complain boss
luna loves chocolate	luna bus dollar bought delicious
they were best friends	charles graduated advice childish asked
asked out .	sadie table date wanted response
the mean joke .	class girl tease join end
trail troubles	hiking made apply time pharmacy
pandas	heard zoo excited arrived day
water	april unfrozen jeff pneumonia lesson
video game master	enters wins place dan world
the last seat	bus hopped hard back sat
poker face	mark learn importance practice ready
try , try again	pond asked speak attention turned
coconut	grandparents yard ground coconut taste
glenda 's cup trouble	glenda daughter wanted giving cup
lucy at the mall	wanted mall shop decided pizza
communism	ivan tore chunk souvenir grandson
rebecca	girlfriend fine week facebook boyfriend
library of lies	protest power time brick librarian
bike race	iowa sam tiring ends months
frita 's cookies	bake today supplies store thankfully
dan skips starbucks	starbucks money home lonely saves
teamwork	gerald pass score hard rest
a frog	lawn work grass started frog
library	stan class walk kids pick
broken down	frank pull stall investigating broken
christmas shopping	weekend mall packed shops found
major cash	jon ticket announced number mentioned
the right cut	ron ruler cut screws set
speed boat	chad hair speed loved wait
race car championship	watch race week decided friend
party	party walked familiar sat day
boy	pregnant hoped advance birthed eager
pushed into the pool .	fourth funny ran pocket fix
dog park	dog kevin afternoon dogs excited
pebble	kim car sound windshield checked
child	louisa returning sick unsure ease
old town boys	peter kids friends adults moved
free gates .	maddie beginning needed afford day
double decker	london wanted empty cool weather
cake	sister girl paper cut inside
balloons for the party .	party needed picked blew brought
flat tire	nathan slow road fix time
the snow plower	surprise snow drive car called
buying a painting	apartment figure working asked pick
phone in soup	restaurant phone bowl kitchen chef
water	matthew day glass inattentiveness moment
training	morning attended creating presentations delivering
sweet deal	mall store sale sign deal
steak	grill heated steaks guests turn
spirit week friday	bob required school merchandise wearing
the french fry fire .	sam stepped ran remembered subdued
cat	girl heard walked pet decided
plane ticket	girl pockets reached find phone
drawing	draw times video lot kelly
knitted tablecloth	parents mom angry easily dad
ferdy	ferdy talking shut shoves mouth
the haircut	wyatt hair haircut chopped ended
ugly bob	upset money happy times surgery
guinea pig	housed loved research cage cage
spy vs. spider	man earl silently suddenly fear
coming home	sandy family boarded excited nervous
pta argument	day seat people noticed sudden
quicksand	jungle suddenly quicksand ben quicksand
worst party ever .	friend decided arrive fast wanted
resignation	supposed checked paid job notice
everyone suffers	teacher mad asked confess result
nyc pizza	genuine find original parlors pizza
the big game	school heart game tied points
beer	sam day sick kind morning
the new suit	suit nerves ease confidence impression
the worst accident ever !	thought boo party made ate
gift	wanted expensive sad anniversary husband
plane	preparing flying nervous flight person
staying up all night	night morning exhausted woke vowed
bath time	fun give pretend mess long
illness	tam morning work day parents
the big date	day crazy matt date common
downed line	woke walked yard called panicked
a hungry kitten	house food neighbor today finds
ipad vs. face .	ipad back face dropped ipad
sam gets a new keyboard	keyboard current enjoyed found sam
burning	house broke sad girl helped
fishing trip	tom taught fished caught fish
locked doors	locked noticed unlocked door mary
budget decisions	time wal mart tighter money
lost ball	game ball neighbor backyard doorbell
eggsplosion	ingredients lunch boil shower returned
fatty	nell calisthenics heartedly disappointment exercise
picnic in the country	bring cake year nora house
carly 's storm	storms twenty tornado hit belongings
hank meets a friend	hank party anxious day nervous
rabbit	planted backyard give ready brought
bar	people wanted looked hook tv
cancelled show	cancelled days suppose series letter
the snowstorm	ken area storm prepared ken
haircut	day study cut fix brittany
religion	controversial religions absorbed discarded life
cookies	sell front mother spot chased
egypt	decided looked clawing home adopt
fair pay	job pay offered disappointed day
paul 's bakery	baker shop promoting waited showed
the sign	walk walkway sign repairs inconvenient
bridge mix	nell dad store hours day
wizards of wall street	joe buy job good money
milestones	gertie worked strong doctor baby
dish soap	sidewalk mother manner house hose
acting	actress internet coach meeting join
jake falls down	skateboard park jumped side uninjured
too much	ryan buffet food ham chicken
boots	arrived anna pair buy found
angelique knew all along	phil played stroke wife town
growing up	grow wanted told showed tom
caitlyn	pretty mad made gossiped people
tom 's big catch	fishing competition line big side
substitute	disturbance flirted addition sends messages
vegetarianism	terry time give vegetarian hard
salesman	family make lot money saved
marco falls asleep in the car	car mother time wishes ride
chef hat	weekend costume chef find i
thanksgiving hamburgers	find year morning oven big
fault	fault work drinking car run
pink iphone	yesterday beautiful buy store home
the argument	mother clean room hour felt
she is allergic to nuts	foods talked ate panic found
the big party	richie parents house friends morning
therapy	kevin therapy speak felt therapist
the fight	dinner insulted constructive sleep apologize
a cd player	birthday present wanted received opened
desperation	jake mess buy closed married
joseph shaves his beard	year afraid finally shave grows
halfway there	prepare casserole table bottom raw
world series	coach son excited enter won
easter ball !	game umpire acceptable checked allowed
minor mistake	friend decided pocket planned slipped
thanking grandma .	grandma decided phone found made
kate has a baby	labor hospital doctor room baby
let 's babysit	start asked join girls excited
rob watched the games	rooting basketball games wildcats how
the nervous date	dinner night nervous shaking tim
fight at work	brianna arguing girls work dismissed
mud puddles	pippa day put hours time
stars	grandpa ten grandfather ill illness
wok	meal store pans selected home
night stories	toddler goodnight read loud eventually
elvis	elvis passionate spreads word buzz
jasper tunes his guitar	guitar sound determine finally happy
it 's funny how things happen	wife arms picked smiled girls
anita 's gifts	tired fact husband though gifts
soccer	game sick work play ended
the line	east stressed heading water men
the cd case	shelly messy figure mom room
food for a party	store food dip chips jeffrey
english class	assigned read assignments book title
mistaken identity	walking sudden knew clue case
timothy studies	timothy read class test morning
the food trade .	daniel money lead day low
the new pet	choose parents cages chose black
proud father	jim years joe band proud
castle construction	building towers creation walls smile
hay day	horses shovel haystack missing cursed
rule change	tammy winning decided closer jane
earning a toy .	jeremy weeds promised toy garden
duck , duck , what ?	molly turn children duct pick
last shall be first	laps guy quit cheered winner
denver	hometown plan trip addition stay
cave dwellers	hike flashlight dark exploring lost
losing the game	carl win letting point carl
burned on a mac	post sale seller demonstrated computer
found puppies .	box whimpering heard puppies looked
cleaning lady	house lady cleaned kitchen bedrooms
a widow 's mite	day mite lot man mite
trapped in the elevator	randall building move stopped alright
blind chicken	close chickens blind sun wait
the avalanche	nephew mountain ski avalanche avalanche
sticky theatre floors .	hated stand stick sound problem
the ladder	fixing reach ladder happy bulb
silk or nylon ?	jane salesperson preference feel uncertain
wrong wire	tim wire store install bought
raking	today needed start spread grass
cake problem	ann oven measured forget oil
delightfully fruity	list morning today strawberries mom
book	picked recently read day finished
pay attention	class teacher father father joe
hours of work	began complicated question spent headache
kali 's time	kali dance scene ghetto ignore
fill it in	fill clue answers blanks felt
dbz op	episodes decided day printed ended
sugar	jen sugar started switch glad
the earthquake	bored earthquake shook broke sad
bridesmaid	noela title walk reception stayed
goose chase	sam food share water walked
dry lawn	lawn watering half hour day
cole	cole nervous feared friends classmates
work shoes	work feet badly needed clerk
skirt	skirt fabric picked sat work
on her knees	knees dad pleaded puppy begged
birdwatching	marvin binoculars worried girl park
homemade haircut	lily giving haircut bangs trimmed
hannah 's poor decision making	guy nice charming check hannah
the green apple	fridge tim mad bought one
time for a new shirt	janie clean left store find
drugs	eugene quit rehab mom drug
late fees	house rented closed hits movie
quality time	nephews special exclusive memory end
the big voice	bernard trouble kids behaved afraid
vacation	bill knew request manager company
cake disaster	bake ingredients put putting ruined
grand opening	promote disaster day bill jack
macaroni salad	christmas dad happy long waiting
foreclosure	mailbox received reading shrivel told
first day of school	ending school nervous parents felt
blind date	jill met restaurant meet stood
throwing up on the bus .	pregnant check began throw purse
bathroom emergency	cinema woman crying mother wetting
insurance	motorcycle needed companies lot save
onlookers	public watch eventually people watching
library .	birds library nerve talk slowly
windows	house side locked unlocked window
a new show .	week premiere check episode alot
finally sleep	family unsuccessfully finally awoke hour
never give up	tim dad back give riding
new computer	computer wanted money saved jesse
too much too soon	tim relationship wanted breaking ended
bad cook	learn nearby selected class classroom
the river slip .	river frogs slipped stepping fell
famous dreams	silas singing son landed auditions
boots	husband loving considerate box snowed
dusty keyboard	essay key keyboard blew fixed
down the drain	cookbook make tasted taste stock
byron	retire paperwork slept back working
crazy beard	mark large supervisor office home
fire alarm	firehouse coats boots hats fire
what a stand	bus seat woman pride result
noise complaint	house friends door received knock
football	tim watching channel wife reaction
baby 's first steps	walk chair mother arms victory
police bust	trevor care speeding pay ticket
steak	steak wife steakhouse left divorce
strongest one	tim wanted decided minutes quit
bingo	bingo won day card lungs
absent minded breakfast	morning toaster realized walked ready
muddy shoes	playing play home covered left
mixed up base runner	dreaded class wendy rules bat
family vacation	summer vacation yard fun vacation
be all you can be	jay money threw ground tore
horatio 's fencing trip	college competed school chance fence
bigger opportunity than expected	andrea acted auditions sitcom movie
socks	wearing afraid lose week socks
late to work	yesterday ages nervous late hour
too stuff	pot boil pieces allowed heat
sweden	denmark similar train wrong sweden
shark	ocean sister chummed hook pulled
hesitation	jenna lane anxiety hurt cars
surprise party	janet good mary throw called
jonas hunts deer	hunting worried decided give finally
florida vacation	florida pack needed packed travel
silver lining in a dark cloud	trips frequently side months passing
leon 's important dates	leon remembering phone online remember
crippling debt	brand buy pay left years
dead batteries	kim replace batteries luck stand
nails	apartment opened break window fine
lee 's mother	teach showed questions pondered spammed
jimmy 's big catch	father tugging dinner fish mother
i was that boy	boy skipping scratched dirty figured
heartless	boyfriend buy items furious card
puppy accident	puppy spend carpet clean scrubbed
nala	mall coffee sat chatted date
hungover	friends drinking night drinks lots
travel spanish	mexico weeks left learned mexico
the bully	derek parents meeting suspended apologizes
the yard	lee yard lot poop hired
the snowman	snow boots built scarf leslie
emergency lunch	walking approach began showed policemen
silly	make day sad realized needed
chad and chris	chad fighting mom upset back
television in the waiting room	doctor watched show explain reason
rain	walk rain began time checked
julio 's family	julio potatoes find family celebrate
things that are red	students sunset tomato great student
skydiving	life skydiving anxious airport nice
sweet tooth	family thought stood rare ordered
ball game	dad looked glove lifted brought
the cold winter	georgia moved cold borrow mom
false economy	buying store missing ended warehouse
pepper	spice garlic macaroni onions mix
the cartoon show	rob family home show late
a bear eats jim 's snack	jim snack bear tent marshmallows
imaginary friend	recalling memory spent time memories
test	midterms days nervous time find
the portrait	class drawing finished accuracy graduation
hushing mom	fingernails mother enjoy hearing larry
training	tom college great cousin coach
ian buys some gloves	ian lot money mom sends
storm	jennifer began lightening pulled kayak
messy	saul playground ground garbage play
advice	basketball control refused finally pro
wolf	anna suddenly snarled wolf chase
stung	grade groin felt ran office
another option	movie sold wait lucy grandpa
trash	trash bag lugged garbage floor
the movies .	jim flip upset night happy
rick gets new clothes	buy fit anymore mall jeans
kyle locks himself out	day period time night forgotten
santa claus	chimney stuck narrow called unstuck
italian	dinner pizzeria meatballs enjoyed dinner
the faithful dog	tony dog happy bus safety
sarah gets a ride	work drive start ride joe
the fox	excited inside kitten horror gasped
rita	dinner rita estelle father foolish
the party	job boss wanted tripped fortunately
retirement	karl year retirement retire end
car payment	job discovered money thought upset
scavenger hunt	friends objects hour won prize
a chair moment .	sitting chair meeting fell laughed
renting a boat	john boat borrow exchange friends
tofu part 3	family week caught son tofu
no gift	card money laughed year decided
car washing : the cold facts	evening work wash stink order
broken microwave	tea dismay broken repairman called
success	bob older computer excelled internet
bookshelf	house idea store arrived happy
the bet	bet money game game burst
cat claws	mary grooming buys weeks neglects
a flat tire	husband work hours tire change
hike	hiking pester friends time hours
nowhere	jenny blackboard knew show air
no paying attention to details	shoes interested box excited looked
i went to get something to eat .	noticed wanted leaving items home
camping	camping spot tents fire spent
petting zoo	lizzy sweet goats food animals
drink water	water drink job doctor hydrated
the guy needs a new job	job experienced updated applied middle
the flight delay .	supposed weather hotel checked swimming
trick or treat	spiderman excited anxious halloween night
backhand	lyn awful decided hired lyn
chef fraud	set brags interview jim heart
mix up	lunch years restaurant buddy find
my trip to california	exciting fun food lost ended
rare find	walking day years farther left
home is best	week friend place heat ill
the new chair	uncomfortable chair store jason office
oatmeal	morning lots day honey honey
the rules	sorts upset made eventually toxic
diving	summer mom diving dive forgot
no talent	jane perform cartwheel stomach landed
new film	buy film steve pictures photos
you do n't know what you have until it 's gone	week teacher hates practice day
the new room	move room sharing dream bed
bonnie 's game	nervous night sleep tired play
the doctor	doctor billy worried shot medicine
too sweet	daughter lisa afraid mom puts
too fast	started felt running passing runners
the talkative neighbor	neighbor hazel mailbox greet words
motivation	promotion thought asked boss ready
crashing hard	amy wearing class volleyball unprepared
bull riding bill	hank seconds bull thrown bill
facebook embarrassment	wrote diary day boss realized
fashion show tickets	day mail balmain ecstatic wait
the noise downstairs	arthur floor television pounded heard
mario 's tree	buying bird tree buy happier
it 's good	school wanted watch . beth
bird comes home	sanctuary call vet straighten bring
coconut grove home	house stayed people ground house
jailbird	tim crimes spent eventually lived
the hurricane	hurricane quick kim call upgraded
juniper way	juniper house figured met married
tie a tie	jared friend man tied embarrassed
joey 's favorite sport	joey baseball summer worried team
the broken shoe	heel looked slippers wear buy
rider the puppy	facebook puppy surprise brought happy
naughty not nice	lumosity teach hour pull mom
poet	wanted nervous people laugh applauded
velcro pants	stroke hard researched ordered work
making eggs	breakfast jane waste scrambled made
alaska	excited weeks coworkers workers snowboarding
walk	area phone walking stores direction
tom 's cheese	day counter cheese months noticed
bunny trail	beth rustling grabbed front loud
bad sting	sitting screamed ran bees afraid
asparagus	asparagus eat make visiting rude
car	car sale sees seller decides
excuse	money spending lot finally stressed
bonus for great work	product costs code researcher work
james takes a risk	wanted afraid students finally proud
new pants	buy style looked wear millie
statues can not dance	carve set finished discovered carved
stockings	family hang stocking treats stockings
they meet	ali brat pummel fight ali
charly	paint horse difficult hang eventually
weight	tom weight senses evil wait
james goes to the bars	james visit drinks drank company
taco tuesday	work wait remembered sad free
llama 's	girl asked walking noticing smiled
beating	dorchester mugged day kenny told
hair	legs shave man sad promised
hair disaster	prom waiting work bleach blonde
the formula surprise .	sean formula hands wife surprising
little brothers	beat kids won year brother
broken phone	mall fun dismay dropped fixed
sunset	date broke thought sunset watched
black friday	waiting store straight put cart
just like mommy	emily find house noticed ella
ants	gina sidewalk cleaned ants house
borrowing a bike	bike friend borrowed home rode
wrinkles	wrinkles store cream weeks religiously
little bobby in the dark	bobby earlier cared robbed friend
fish tacos	lacey wanted recipe made delicious
rainy day	raining decided television jack forced
cracker jack	amy box excited prize tattoo
walking the dog	morning tito licking bed day
graduation	graduate thought teachers friends kate
the book store	bookstore find knew book easy
mike 's music	music online months practicing recently
sour candy	sweets sour find quest shops
not a natural speaker	give worked family time forgot
worth it ?	week waited cold people stay
lisa writes about fashion	school interests newspaper parents found
supercooled water	garage ice researched rest ended
major regret	class puddle running ran day
work	nick building stairwell shocked appalled
critter	car hood rabbit hop ravine
my funeral	wanted preachers cost found ebay
the farm	farm woke reception hated excited
i resolved my confusion about cold medicine .	cold kind confused recommend suggested
meisha tries stand up	meisha furious practiced everyday felt
kick boxing	kate specializes kickboxing visiting class
the house	buy researched looked agree family
the sparking light .	moved night heard discovered sparking
the perfect couch	years cal home found ikea
no tomatoes	wanted order tomato burger put
the string	park untied shoe dropped higher
the game exchange .	oliver videogame game trade awhile
st. louis	oklahoma dreamed day motorcycle intended
zoo	zoo friend animals chris zoo
safety first	saddled trail sound jan ground
quitting world of warcraft	warcraft played quit uninstalled school
online course	start minutes logged classmates online
the fish babies .	oliver fish day tank babies
dirty carpet	walk ran made house raining
the rotting egg .	kelly disgusting searched egg fridge
cover band	chicago thought pamphlet read realized
too fancy	worked daughter ella making fuss
patient cat	house time hour cat shocked
abandoning a promise	money lend months needed contact
authentic christmas	job money faced panic thinking
the water on the books .	dishes cleaning counter bottoms paper
broken cork	rush twisted gave pieces start
passing time	snowing bored watch movie were
the call	matt looked call started answered
bad end	employees discussed addition people day
kim	dolls lets ruined upset person
too embarrassed for fun .	sam supposed play encouraged declined
stopping for a crash .	jazz highway suddenly stop helped
blue no more	artist sky colors artsy loved
to the water park	janine met bottom pool janine
too much yelling	apartment yell neighbor complained place
the sweet sound	stan recorder show tired listened
pastor tom	sunday people church message pounds
beach cruiser bikes	style rode vogue stuck light
in a rut	stuck tuesdays weekends put work
wimpy medical student	studying read circle floor fainted
the toddler	zaiden clean mother paper toilet
pen pal	spanish letter day juan class
ball games .	father years surprised game dad
book choice	find check adventure girl suggested
bad paint job	car volunteered work realized redo
sad education	playing game character crime struggled
laundry	putting wash struggling hand clothes
funny hat	melody surprised lots idea picked
brand new sweater	sweater wore stuck ruined disappointed
clogged toilet	friend house picked clogged flushed
tony gymnastics	gymnastics lot knew watched thing
the dirty microwave .	letting messy day microwave fingerprints
cloudy	sky rain kids galoshes stomping
interest	shannon upset pointless figured it
brad	work nervous wondered promoted brad
the plane ride	cup handed juice ashley ordeal
the bad video game .	friend stealing mom yelled inappropriate
ocracoke	island caters tourists worked work
table for one	things refused filed failing marriage
hotwheels track	playing boys track horrified chewed
the book	book nervous mad friend friend
the big maybe	crush note prom unsure date
the deadly snake	walking tree found rock collapsed
jane 's addiction	pair style plenty boots sandals
bob shares	bob lost afraid wanted calm
the drive	today drive made late pay
aging parent	dad health declining months meant
the girl who cried wolf	work told pregnant comfort day
the telescope	hobby decided store night jason
melted ice cream	park melt spilled shirt napkin
christmas tree	full shed tree proud i
the failed theft	bully brandon leg threw bikes
read	car asleep awake decided read
the apple tree	tree plant dug dirt waited
triumphant return	hillsides returning dust buckles workers
lucky charm	grandmother house story home decided
snorkeling .	hallie parents snorkeling flippers bay
trolley driver	law board happened broke trolley
accidental shooting	dad spent chest shot minutes
restroom	tom water system bottle restroom
out of gas	mike car gas ran admit
sara 's lost report	pass report printed school find
lunch	family waited warm set lunch
spaghetti sauce	scratch pureed sauce good not
the quick move .	town anticipating morning surprise fit
a rainy day	woke awoke morning rain quiet
mable	mow lawn asked mowed give
scuba	aquarium area turtles diver diver
home	rita supposed make ended taking
the giant lizard	working heard looked house lizard
saving up	wanted poor job finally day
the pizza dispute .	shane slice fight conceded bite
ca n't come in today	started turn sick told humidity
regret	dropped teacher class school coming
the book gift .	manny noticed buy afford offered
cooking gone wrong	ingredients chicken eye squeezed stinging
the toy patterns .	micah check noticed found patterns
yoyo	learn looked closely practiced trick
joseph 's journey	country towns stopping months usa
a good soup	family recipe worked tasted pleased
confusion	car food burger immediately pickles
keys	sat locked remembered mail searched
the treehouse	wanted build fell broke mother
a snowy rescue	street free snow people push
get a job	paper showed car settled week
poor tito	surfing caught footing fell coral
the rusty bike .	bike felt rusty told fix
cornbread	butter store home missing annoyed
cat bed	cat needed sewed gave box
the flat cake	bake ingredients flour sugar eggs
record	silas spent applying jobs hire
burned popcorn	day snack put forgot woke
rob the runner	sprinter day practicing twisted times
luna needs a vet	mary days luna lethargic told
sick day	enjoying woke work ready felt
aruba	husband depressed cheer aruba hope
the long trip home	carol country reason time decided
we are n't the champions	larry made beaten game lost
hike	hike top breathtaking nature plenty
absence	mother conversation absent mistaken confused
jerry 's luck	messing started blame job decided
balloon party	kelsi blast raining inside enjoyed
lana 's freedom	freedom wanted happen finally allowed
escaping cat	tammy run opened asked time
mike 's big shot .	4th win determined clock hit
the house in the corner	story friends house lives speak
so what 's with coffee anyway ?	dad cup finally jay drink
cars backed up	gina backed road side half
new rug	rug needed install dismay left
the wet	ship stepped dave hull faster
online class	homework suddenly minutes hours work
celebrity look-alike	conscious nose ready party hide
et	halloween elliott online loved costume
gay	parents lesbian mother fine surprised
fued	family giants clean house hour
lester wears a scarf	shop steps amazed put inside
feeding	annie overweight began feed run
the vase	house mom vase pieces mom
new best friend	wanted decided luckily made girl
food fight	cafeteria ran buddies joined students
making oatmeal	oatmeal boil time stove make
dodging rocks	avalanche rocks canyon motorcycles rocks
cancelled concert	day voice hurt cancel felt
baby sleep	sleep played nodding constantly yelled
sneak out again ?	amy house park time risk
dragons	cole chinatown excited year year
perfume	morning strong coughing wash neck
nail file woes	alice service lived bought home
movie night	irene horror internet download ruined
toothaches	morning days worse annie checked
lucky dog	calling walked house heard barking
urban cowboy	watch turns hear watching neighbor
the chair	chair beat crack seconds fixed
bubble blowing	katie play spilled grounded katie
kyle	work wife wrong rushed smiling
plastic mold	wanted put microscope examined harmful
park	tammy played castle hand hours
pizza for dinner	family pizza food instead food
psych .	road ditch thought read back
flying lessons	child dreamed wife loved started
lost sandwich	park packed grabbed sandwich home
nepotism	lucy father footsteps auditions distraught
the faxing issue .	workplace times boss received business
mike meets a special person	day shop looked noticed began
the shoe-box	dana secrets shoe mother box
driving	wanted permit drive scared fault
bob 's new name	bob change fill gave jack
valentine	valentine day suspense evening worried
tammy 's business	children open decided happy money
baby bird	ground nest made hand flew
old school	decided class student writing teacher
evil mother	street minute car mom knee
making a movie	set movies sneaked day script
gene went shopping	food gene drove bought home
snake in the pantry	kitchen broom tap tapped tess
joe 's wrist	learn youtube attempted attempt badly
guard dog	jim neighbor night complaining owned
divorce	kari marriage fix divorce happier
horace	celebrity verify asked internet horace
the perfect prom dress	prom friend dresses decide mom
fishing in the river	river sat water waited home
the bowel movement	alicia bathroom knew make toilet
the frog by the pool .	girls hands told minute free
lunchtime	lunch eat sandwich finished sally
norma starts eating salad	body work salad eat starts
john cleans dishes	john dishwashers restaurant night sick
adobe shed	money build grandpa wrote shingles
mardi gras	week celebrate sweet night wearing
big surprise	party drinks games opportunity addition
smoker	years failed stop born day
just in time	nick john day banana life
earrings	buy lost browsed found edith
francis eats cheese	francis empty ready bought cheese
doormat	apartment cleaning doormat clean neglecting
ripped hair .	bed hair ponytail caught tie
headphones	earbuds needed headphones ordered quality
jake wants pizza	dinner jake mom make mother
tim	tim player losing talks distract
the backpack	jim shoes coat hat forgetting
uniform fight	principal students arguing expensive inside
the mean	find told asked data thanked
nyc	manhattan sights famous york york
ulterior motives	accountant wanted author working series
jason 's best friend	knock played game set jason
new cleats	weekend tournament prepare cleats jill
plane troubles	politing sudden unresponsive radio work
bad deal	money pay back eventually lot
cartoons	eli cartoons order murder day
custody	helping times child custody tim
george 's business troubles	town street covering chocolate business
courageous essay	ash assignment write essays paper
trailblazer	trails riding bear pedaled fast
matt gets food stamps	matt pay applied afford assistance
christmas	saturday wife bazaar lot wreath
play ball	toddler kick catch day month
philosophers and tv	friend children corrupt minds lifetime
lost books	books stored day fined angry
the cat	mom begged worked reluctant cat
local regression	needed agreed implemented i data
walled garden	home sight stopping chatted garden
group study	shy joined quiet pam years
candles	candlemaker commissioned hard finished art
ted 's flight	ted italy country nervous pass
golf	john won change leading water
the pen	pen worker end home noticed
love note in class	girl expressed teacher read laughed
the protest	political poverty marched started proud
movie	kai movie terrifying mom time
this coffee is terrible	jimmy thought time sip tasted
pink pajamas	laundry wash worry wear husband
fire	night house ran safety called
proposal	dating vacation decided propose dinner
frank	afternoon worked retired work occasion
acknowledge	host called lady people seat
curtain call	cue mitch moment signal cords
the tired pup	ryder wore nap sleep bed
bay	upset doll mom crying told
lynsey 's failure	hard talk college job studied
fixing my glasses .	broken called told fixed home
the carwash	sam thursday noticed soaked forgotten
beautiful rainy	market rainy thought beautiful stayed
the oven needs to be on	parents made oven looked forgotten
foster care	ani brother bring house decides
monitored by the cia	guy target marketed rent mother
ski troubles	skiing trails realize constantly children
video games	ryan ran system machine game
savings	save paycheck set put touched
noisy neighbors .	nick loud confrontation speakers face
bet ya ca n't	ups smacked bet willie floor
the hoarder	betsy started messy spent item
my dog cinnamon	lived brought cinnamon rest chose
the journalist	journalist sudden hide ran apartment
white water rafting	raft river headed excited day
a slightly exciting day	millions thought learned host darkness
late for work	work shower finished put door
the sting	windows passenger realize panicked car
flat tire	kelly town lot happened someone
lost keys	looked couch nightstand low find
coin hunting	money wanted day finding house
shoes	pair store shoes night wore
sweet sixteen	kelsi wanted parents car thrilled
cat and mouse	workplace control boss mouse home
jon 's day at school	today school walked card put
slippery when wet	work rainy car road time
missing coat	attending house coat check hesitant
the slip	bit floor stepped hard pete
the interview	charles knew demo time homeless
khloe drink night	friends invited drunk started fight
